Gene;GDI;;;
HOOK1;1,552780281;;;
TBC1D19;1,552730557;;;
HELZ;1,552701431;;;
TMX2;1,552557964;;;
EIF2B4;1,552542073;;;
AGBL5;1,552462868;;;
LUC7L;1,55211179;;;
KATNA1;1,552025725;;;
SLC25A53;1,552016768;;;
RP5-1068E13,7;1,551826134;;;
LBR;1,551813655;;;
UTP18;1,551730523;;;
COX20;1,551594896;;;
NADSYN1;1,551548248;;;
RP11-35G9,3;1,551446541;;;
HERC4;1,551437499;;;
TSGA10;1,551237618;;;
POLR1E;1,551133978;;;
C12orf42;1,55094236;;;
MBIP;1,550868476;;;
MFSD11;1,550720868;;;
TCF19;1,550647854;;;
FLAD1;1,550543882;;;
C11orf74;1,55045813;;;
DYRK1B;1,550397779;;;
VEGFB;1,55009384;;;
C9orf9;1,550065833;;;
SLC7A5;1,549821737;;;
RBM22;1,549666595;;;
IKBKE;1,549402404;;;
ST3GAL2;1,549285006;;;
ANKLE2;1,549213616;;;
TRAPPC2P1;1,549133308;;;
ADIPOR2;1,549104724;;;
BCS1L;1,548999962;;;
IFI44;1,548977683;;;
FAM104A;1,548973798;;;
SKI;1,548916285;;;
PGRMC2;1,548915168;;;
BRIX1;1,548765303;;;
AGTPBP1;1,548654582;;;
XPO7;1,548643767;;;
KRAS;1,54859237;;;
POLR3H;1,548515259;;;
CTPS1;1,548514367;;;
IFRD2;1,548483869;;;
GTF2IRD2;1,548452562;;;
AC097500,2;1,548435819;;;
TMED4;1,548310392;;;
ARMC6;1,548176557;;;
CCDC122;1,547937313;;;
ARIH2;1,547580798;;;
TCEB3;1,547544721;;;
BDH2;1,547472983;;;
SMAD3;1,547363134;;;
ZC3H3;1,547354561;;;
SMIM19;1,547327075;;;
GDI1;1,54718833;;;
LRP2BP;1,546940342;;;
STIM1;1,546905055;;;
LINC00667;1,546890623;;;
TSPYL1;1,546875257;;;
RSF1;1,546800622;;;
TOPORS;1,546696173;;;
DYNC2LI1;1,546560102;;;
RP3-400N23,6;1,546409461;;;
PEMT;1,546239544;;;
USP30-AS1;1,54607742;;;
TCHP;1,545997008;;;
FSD1;1,545809689;;;
NCOA2;1,545787485;;;
PRKAG2-AS1;1,545477315;;;
BTBD2;1,545323698;;;
DYNLL2;1,545263628;;;
AK3;1,545036338;;;
PSD4;1,544921645;;;
RAB30-AS1;1,544739896;;;
ZBTB45;1,544688773;;;
ACAP3;1,544632292;;;
SEC14L2;1,544594702;;;
C6orf62;1,544371564;;;
TTC19;1,544214043;;;
CREBL2;1,544209397;;;
NOMO1;1,543962228;;;
FTX;1,543956716;;;
MRPL1;1,543818627;;;
TRIM14;1,543775582;;;
SNUPN;1,543763098;;;
COASY;1,543758039;;;
PCGF1;1,543707518;;;
TM2D3;1,543592242;;;
CDKL3;1,54339626;;;
TMEM5;1,543258137;;;
MRPS30;1,543249575;;;
USP46;1,543238072;;;
GPS2;1,543069777;;;
CC2D1A;1,543038913;;;
ABHD16A;1,542980128;;;
HIST1H2BF;1,542921559;;;
SNRNP27;1,542884176;;;
TPRA1;1,542741417;;;
PCBD2;1,542690468;;;
SIGMAR1;1,542682535;;;
RPP38;1,542600196;;;
SORBS3;1,542532742;;;
GTF2E2;1,542015364;;;
DDB1;1,541983278;;;
VPS39;1,541981243;;;
SMYD2;1,541942951;;;
DAPK3;1,541900909;;;
SLC25A26;1,541756734;;;
DUSP14;1,54170469;;;
BMS1;1,541690166;;;
OXR1;1,541683136;;;
MAD2L1BP;1,541538314;;;
TBL1X;1,541499733;;;
ZNF721;1,541239396;;;
WDR82;1,541211459;;;
FAM219B;1,541139403;;;
TMEM116;1,541036357;;;
SHC1;1,540776334;;;
KCTD20;1,540548326;;;
MOSPD3;1,540403409;;;
HIST1H2BG;1,540351688;;;
NFE2L2;1,540315729;;;
APBB3;1,540286887;;;
FOXRED1;1,540276636;;;
PHLDB3;1,540259241;;;
ERI3;1,540114153;;;
MYL5;1,54008782;;;
FPGS;1,5400421;;;
RNF216;1,540015608;;;
PDK2;1,539988223;;;
PGAP2;1,539906531;;;
KAT2A;1,539735125;;;
EHD4;1,539684033;;;
RRAGC;1,539660949;;;
SUDS3;1,539621942;;;
NMD3;1,539580437;;;
TMEM44-AS1;1,539509946;;;
ZNF326;1,539508539;;;
FAM134C;1,539478518;;;
ADCY3;1,53936111;;;
MRE11A;1,539099321;;;
TYW3;1,539098763;;;
SENP6;1,538996492;;;
RHEBL1;1,538965162;;;
BCL10;1,538805914;;;
SUMF2;1,538739075;;;
SLC9A9;1,538663618;;;
HDHD2;1,538610246;;;
SMAD7;1,538609143;;;
LOXL1-AS1;1,53857784;;;
FUZ;1,538493533;;;
ZNF277;1,538286223;;;
KLHL8;1,53824669;;;
ASH1L;1,53822562;;;
FPGT;1,538131233;;;
MZT1;1,538099563;;;
DHX15;1,53779928;;;
DNAJC2;1,537722201;;;
RP1-39G22,7;1,537605305;;;
PLD6;1,537491452;;;
TPST1;1,537336715;;;
VPS4A;1,537306731;;;
LINC00662;1,537038153;;;
FBXW2;1,536979402;;;
RP11-820I16,4;1,536948325;;;
CDK12;1,536922188;;;
SLC16A1;1,536733429;;;
PDE8A;1,536718832;;;
C12orf29;1,536681021;;;
AGO1;1,536641606;;;
FKBP4;1,536437036;;;
RPUSD1;1,536315051;;;
TOMM34;1,536162394;;;
CCR5;1,536119874;;;
APOL1;1,536065664;;;
DHX57;1,536027921;;;
KLF13;1,53594774;;;
ACTR1B;1,535928184;;;
SBF2;1,535674013;;;
SREK1IP1;1,535619477;;;
NIPSNAP1;1,5355892;;;
ABCG1;1,535539971;;;
PCBP4;1,535205689;;;
EEA1;1,535181632;;;
C1orf174;1,534995529;;;
C11orf80;1,534913796;;;
ASXL1;1,534866525;;;
RP11-861A13,4;1,534855476;;;
IP6K1;1,534846395;;;
PHYHD1;1,534625035;;;
GAR1;1,534596914;;;
PHKA2;1,534596064;;;
ABCB7;1,534442403;;;
PLAA;1,534354571;;;
INIP;1,534146002;;;
PPP6C;1,534132722;;;
KRBOX4;1,533978276;;;
ARMC10;1,533928724;;;
RAB11B-AS1;1,533917237;;;
C16orf91;1,533851344;;;
SERGEF;1,53383151;;;
PTPLAD1;1,533715878;;;
DCTD;1,533443626;;;
LPP;1,533403298;;;
WDR45B;1,533402011;;;
RWDD4;1,533361782;;;
LMF2;1,53333675;;;
C11orf1;1,533310985;;;
C5orf30;1,53303234;;;
ELK3;1,5330271;;;
APOL3;1,532988881;;;
MAP1LC3A;1,532987024;;;
BCLAF1;1,532952408;;;
VPS4B;1,532917802;;;
C14orf142;1,532492277;;;
C1orf52;1,532381486;;;
RPP40;1,532307629;;;
ADSS;1,532301384;;;
BLMH;1,53221124;;;
MIS12;1,532017585;;;
PPP4R1;1,531870413;;;
PLBD2;1,531820938;;;
CTC-241F20,3;1,531549257;;;
MICU3;1,531523935;;;
VAPB;1,531496865;;;
CHRNB1;1,531424411;;;
RP13-188A5,1;1,531366793;;;
ZKSCAN1;1,531308672;;;
YIPF5;1,531289651;;;
RABGGTB;1,531168838;;;
TMEM229B;1,531066602;;;
RBM11;1,530934861;;;
IFI44L;1,530801706;;;
RNFT1;1,53073855;;;
SYNJ2BP;1,530379165;;;
NDUFAF2;1,530352714;;;
POLB;1,530334885;;;
SF3A3;1,53033342;;;
ACBD6;1,530142292;;;
PROCR;1,529820611;;;
PPIH;1,529777186;;;
SLC35F5;1,529622431;;;
SMARCA4;1,529569774;;;
RING1;1,529561742;;;
RP11-119D9,1;1,529334726;;;
FBXO21;1,529251502;;;
ZWILCH;1,529121948;;;
TRUB2;1,52908609;;;
ITFG1;1,529012445;;;
HIPK3;1,528949621;;;
RP11-23P13,6;1,528919402;;;
BANP;1,528848497;;;
DNAJB14;1,528699869;;;
PNP;1,528611582;;;
CXorf40A;1,528601128;;;
RAP1GDS1;1,528413632;;;
PRIM1;1,528353956;;;
CNOT8;1,528333452;;;
SMIM4;1,528240219;;;
DCP1A;1,528197421;;;
TMEM138;1,528055815;;;
PTPN23;1,527849701;;;
GNAQ;1,527670667;;;
MDM2;1,52762373;;;
ARID4A;1,5276083;;;
CARD11;1,52753251;;;
VRK3;1,527410441;;;
TTF1;1,527393579;;;
R3HCC1;1,527371907;;;
SMEK2;1,52734429;;;
FBXO2;1,527266578;;;
FAM84B;1,527263348;;;
GSK3B;1,52720639;;;
TCF3;1,527100515;;;
TSPAN18;1,527031064;;;
KLHL20;1,526911194;;;
CBR4;1,526880334;;;
HIST1H2BC;1,526860322;;;
TMEM248;1,526819386;;;
BROX;1,526715834;;;
NECAB3;1,526341046;;;
TECPR1;1,52629151;;;
RP11-535A5,1;1,526276292;;;
GBF1;1,526271117;;;
SCAMP3;1,526260144;;;
UBASH3B;1,526231299;;;
SART1;1,526213682;;;
CEBPZ;1,526124902;;;
C9orf135;1,526009152;;;
CENPBD1;1,525955697;;;
SLC16A11;1,525869325;;;
ZNF770;1,525762879;;;
EPS15L1;1,525643386;;;
RAD51C;1,525527677;;;
PRSS21;1,525508008;;;
FBXW9;1,525507634;;;
ESYT1;1,525377989;;;
LRBA;1,524811649;;;
UPF3B;1,52479597;;;
QTRT1;1,524713523;;;
NIPBL;1,524471455;;;
EPM2AIP1;1,524445264;;;
SPAG16;1,524300764;;;
UFM1;1,524213541;;;
DUSP11;1,524124983;;;
TAOK1;1,52410362;;;
SSBP3;1,524051417;;;
SELO;1,523990759;;;
ECI2;1,523941701;;;
UBR2;1,523894079;;;
SCML1;1,523786052;;;
FAM153A;1,523720133;;;
AMZ2;1,52369784;;;
DCLRE1C;1,523649484;;;
EHMT2;1,523598056;;;
SETD4;1,523555833;;;
SRPR;1,523538936;;;
RARG;1,523515238;;;
JOSD1;1,523501934;;;
TCERG1;1,523485079;;;
FGFBP3;1,523324121;;;
NAB2;1,523231663;;;
TTC14;1,523178919;;;
EI24;1,522929304;;;
CBX1;1,522918162;;;
PPID;1,522902131;;;
DTX3;1,522851033;;;
DLEU1;1,522781669;;;
ENTHD2;1,522726756;;;
GLT8D1;1,522622964;;;
TM7SF2;1,522526467;;;
GPATCH4;1,522475587;;;
GPANK1;1,522052066;;;
GLCCI1;1,521984186;;;
MAPK7;1,521805293;;;
RGP1;1,521725661;;;
RP3-477O4,14;1,521555725;;;
PRKCQ;1,521497262;;;
LEPREL4;1,521432686;;;
GPALPP1;1,521299059;;;
NFKB1;1,521205175;;;
FBXW7;1,521192987;;;
FXYD1;1,52119146;;;
HIVEP3;1,521128259;;;
NPIPB11;1,521117011;;;
YAF2;1,521045356;;;
REXO4;1,520997477;;;
MAN1B1;1,520943939;;;
RP13-582O9,5;1,52089851;;;
LENG9;1,520894552;;;
HIST1H2AH;1,52088355;;;
IMPACT;1,520854111;;;
EEFSEC;1,520705903;;;
CAMK2D;1,520505767;;;
ATP13A2;1,520459995;;;
SLC35A1;1,520428976;;;
RAB35;1,520072179;;;
HIBADH;1,520014592;;;
NMNAT1;1,519929785;;;
ERGIC2;1,519810352;;;
C15orf61;1,519765538;;;
GBA2;1,519685012;;;
ZNF224;1,519622397;;;
TTC9;1,519573749;;;
RPUSD3;1,519572831;;;
ATG12;1,51949839;;;
ANO9;1,519482572;;;
RAF1;1,519443935;;;
LCMT1;1,519345364;;;
AC093609,1;1,519332128;;;
CMSS1;1,519277264;;;
LYRM7;1,519164705;;;
TPK1;1,519098258;;;
CUTC;1,519065454;;;
MRPL46;1,519003457;;;
DXO;1,518899719;;;
STYX;1,518849478;;;
SMARCC1;1,518847976;;;
RNF2;1,518581434;;;
DLST;1,518529078;;;
TRIAP1;1,518361171;;;
TIMM22;1,518312582;;;
KIF9;1,518088479;;;
CNOT6L;1,517926162;;;
RP1-244F24,1;1,517527552;;;
NF2;1,517374891;;;
LINC01011;1,517369708;;;
EPS15;1,517228952;;;
ABCF1;1,51718587;;;
GRWD1;1,51718172;;;
MPHOSPH10;1,517094492;;;
OTUD5;1,517010288;;;
INTS5;1,516816946;;;
CSTF3;1,516809681;;;
ZNF148;1,516713081;;;
RP11-796G6,2;1,516372453;;;
SGTA;1,516237653;;;
PRUNE;1,516173045;;;
CRB3;1,516105982;;;
ENOPH1;1,515783778;;;
AGPAT6;1,515741851;;;
PMM1;1,515719462;;;
YTHDF1;1,515692305;;;
CTC-228N24,3;1,515576085;;;
NAA15;1,515519957;;;
PKIA;1,51550807;;;
TRIM39;1,515491807;;;
RP11-347P5,1;1,515476849;;;
NT5E;1,515450777;;;
MXI1;1,515440908;;;
ISY1;1,515405129;;;
UBBP4;1,515381863;;;
ZBTB44;1,515288436;;;
THEM6;1,515286722;;;
TCTN1;1,515250138;;;
PYGO2;1,515137436;;;
SPRTN;1,515105104;;;
ZNF420;1,515045752;;;
LRIF1;1,515018275;;;
SMARCD1;1,514900197;;;
FUT8;1,514765683;;;
ACOX1;1,514714709;;;
P2RY11;1,514645354;;;
ZFR;1,514611684;;;
MAML2;1,514584874;;;
ELF1;1,514561886;;;
C4orf27;1,514374046;;;
RNF34;1,514094671;;;
CAPRIN1;1,513975686;;;
HIRA;1,513735094;;;
PRPF4B;1,51363414;;;
CENPJ;1,51351509;;;
SLC25A46;1,513498698;;;
MINPP1;1,513426363;;;
CTD-3193K9,4;1,513177996;;;
SCAPER;1,51310922;;;
MAFK;1,513059158;;;
LGALS8;1,5129766;;;
RP11-44N11,2;1,512849064;;;
VPS13C;1,512833781;;;
MSH6;1,512739619;;;
NET1;1,512739247;;;
RP11-390E23,6;1,51261918;;;
HDAC6;1,512426466;;;
AAR2;1,512400787;;;
WDR5;1,512247479;;;
NARG2;1,51204105;;;
FAM160A2;1,51202631;;;
SLC25A14;1,511959343;;;
MDM4;1,511918118;;;
MED18;1,511857428;;;
DHRS12;1,511734483;;;
EFCAB2;1,511657593;;;
GLYR1;1,511652444;;;
STK25;1,511626753;;;
WDYHV1;1,51150264;;;
C21orf49;1,511497224;;;
PPFIA1;1,511283458;;;
SLFN13;1,51116482;;;
DDX3X;1,51106931;;;
C1orf131;1,51103001;;;
EGLN1;1,510978419;;;
FAM101B;1,510954028;;;
LPIN2;1,510767291;;;
MSI2;1,510625379;;;
NFAT5;1,510609882;;;
DDX42;1,510609189;;;
PPP6R2;1,510508807;;;
NRAS;1,510472069;;;
ANKS3;1,510373875;;;
KIAA0226;1,510353927;;;
MAP2K7;1,510208893;;;
ZNF217;1,510170606;;;
TRIM56;1,510147332;;;
ACTL10;1,510039199;;;
DTNB;1,510004954;;;
USF1;1,509835148;;;
NDE1;1,509801576;;;
URGCP;1,509745565;;;
IFT43;1,509668898;;;
ASB1;1,509612628;;;
TRMT13;1,509539298;;;
BRAT1;1,509403079;;;
PCSK5;1,509358779;;;
DNAJC17;1,509323846;;;
GTPBP8;1,509296974;;;
KIAA0368;1,509249406;;;
MRPL35;1,509111396;;;
ARHGEF9;1,508924312;;;
NEIL2;1,508603396;;;
SMARCA2;1,508521647;;;
LAX1;1,508441303;;;
RP11-218M22,1;1,50842333;;;
KIAA1191;1,508387644;;;
FIP1L1;1,508294438;;;
PTDSS1;1,508128045;;;
CASP7;1,50808582;;;
CTC-378H22,2;1,507946085;;;
API5;1,507844747;;;
HSDL2;1,507646178;;;
CPSF1;1,507632131;;;
GATAD1;1,507471594;;;
MIA3;1,507445792;;;
TBC1D2;1,507312598;;;
NAP1L5;1,507279397;;;
KDM2A;1,507149047;;;
GPBP1L1;1,506877352;;;
EGR1;1,506813571;;;
RASA2;1,506804836;;;
SPEF2;1,506650988;;;
G3BP1;1,506512916;;;
CLIP4;1,506269689;;;
GDAP2;1,506103587;;;
ZZEF1;1,506041903;;;
EIF5AL1;1,506038645;;;
GOLPH3;1,505876768;;;
ZNF33A;1,505767555;;;
GPR155;1,50559857;;;
TMEM69;1,505570706;;;
NUDCD1;1,505566025;;;
KIN;1,50554416;;;
ZBTB11-AS1;1,505385286;;;
CDK2;1,505358084;;;
RNF20;1,505256967;;;
LINC00909;1,505201684;;;
SREBF1;1,505175137;;;
NMB;1,505159392;;;
CWC27;1,505149021;;;
METTL4;1,50511794;;;
C2orf69;1,504925832;;;
SLC4A1AP;1,504897885;;;
NLRC5;1,50485224;;;
CENPH;1,504815688;;;
VPS52;1,504572169;;;
SF3A2;1,504568527;;;
TP53TG1;1,504545127;;;
CDCA4;1,504479799;;;
XAB2;1,504433047;;;
RPS17L;1,504317709;;;
TBRG4;1,504310577;;;
B4GALT3;1,504170881;;;
MAGT1;1,504157558;;;
USP16;1,504123799;;;
HPS5;1,504098769;;;
RSAD1;1,504064987;;;
TRIP4;1,503391897;;;
RAB5A;1,503295582;;;
CLCN3;1,503226882;;;
TMC4;1,503177692;;;
RARS;1,503149644;;;
NCBP1;1,503114649;;;
STK39;1,50279901;;;
PET117;1,502736767;;;
METTL12;1,502669338;;;
RBM5;1,502642393;;;
DCAF5;1,502638288;;;
FXR2;1,502514892;;;
CDK19;1,502482862;;;
EP300;1,502095771;;;
DDX50;1,502052234;;;
ANKZF1;1,501986379;;;
TBC1D20;1,501823395;;;
XPA;1,501798775;;;
ITPR3;1,50174767;;;
FAM73B;1,501647062;;;
GLG1;1,501637603;;;
MFSD3;1,501599172;;;
SLC25A42;1,501578525;;;
KTI12;1,501417278;;;
DHRS11;1,501382746;;;
YIPF4;1,501300895;;;
PDP1;1,501264767;;;
RARS2;1,501163095;;;
ACOT4;1,501073494;;;
LUZP1;1,500886671;;;
ATF1;1,500856689;;;
CD248;1,500791103;;;
NFIC;1,500622062;;;
JAK3;1,500593478;;;
THAP5;1,500498414;;;
NPRL3;1,500483775;;;
DKC1;1,500437972;;;
FAM78A;1,500253621;;;
WAPAL;1,500159299;;;
ARIH2OS;1,500131072;;;
METTL6;1,500073802;;;
ZCCHC18;1,499930836;;;
CXXC1;1,499856982;;;
MAP4K5;1,499838786;;;
GTF2H1;1,49966103;;;
ZNF487;1,499608017;;;
ARMC5;1,499523106;;;
CRYZL1;1,49945846;;;
LPAR2;1,499455358;;;
FUNDC1;1,499450379;;;
LSM12;1,49939071;;;
BTBD1;1,499323797;;;
WDR25;1,499201658;;;
PARP15;1,4991873;;;
USP4;1,498946061;;;
AAGAB;1,498698008;;;
RASGRP1;1,498658796;;;
FUBP1;1,498515412;;;
BOLA1;1,498449615;;;
OAT;1,498387391;;;
PDE6D;1,498252688;;;
BTN2A1;1,498113069;;;
GGA3;1,498099961;;;
RP4-758J18,2;1,497973717;;;
PTP4A1;1,497881517;;;
SERINC3;1,497847452;;;
C6orf226;1,497610682;;;
H2AFY2;1,497423795;;;
MLST8;1,497213297;;;
ATXN7L3B;1,497189718;;;
OXCT1;1,497142551;;;
NIFK-AS1;1,497108628;;;
AC009403,2;1,497058779;;;
CAHM;1,497012415;;;
ALKBH2;1,496821358;;;
FRG1B;1,496765358;;;
TMEM220;1,496752137;;;
PCYT2;1,496608278;;;
DDX39B;1,496605274;;;
GSKIP;1,496598963;;;
GMCL1;1,496533524;;;
AFG3L2;1,49645608;;;
R3HDM2;1,49644193;;;
ZNF638;1,496227928;;;
NFATC2IP;1,495981222;;;
FAM229B;1,495795011;;;
KMT2D;1,495794211;;;
SMYD3;1,495630334;;;
INTS10;1,49552728;;;
ST3GAL3;1,49547846;;;
DHRS3;1,495289764;;;
RP11-347C12,1;1,495179034;;;
HIF1A;1,495163197;;;
NCLN;1,495041595;;;
ZNF598;1,495030849;;;
TTC33;1,495011343;;;
SFMBT1;1,494952292;;;
TACO1;1,494654552;;;
TUBE1;1,49454977;;;
HHLA3;1,494497253;;;
AGFG2;1,494424049;;;
PPP3R1;1,49436159;;;
ARCN1;1,494195848;;;
LPCAT4;1,493914638;;;
AEBP1;1,493896948;;;
POM121;1,49376143;;;
MED17;1,493750554;;;
TP53;1,493692446;;;
C8orf59;1,493600611;;;
MTMR12;1,493600585;;;
PSPC1;1,493514945;;;
CPSF2;1,493459638;;;
GPR75-ASB3;1,493452587;;;
PATZ1;1,493409149;;;
CCNK;1,493258869;;;
LMO7;1,493184522;;;
RP11-407N17,5;1,493178253;;;
HIRIP3;1,493097365;;;
HDGFRP2;1,493048116;;;
RBMXL1;1,492974916;;;
KLHL6;1,492908969;;;
PPOX;1,4927416;;;
TARBP1;1,492694525;;;
VAMP7;1,492545477;;;
ELMO1;1,492516885;;;
WBP11;1,492498664;;;
DPP9;1,492468315;;;
CFH;1,492391926;;;
ZNF814;1,492307354;;;
SFXN3;1,492284938;;;
LSM14B;1,492141805;;;
INTS6-AS1;1,491992544;;;
ITFG3;1,491864449;;;
CHERP;1,491849451;;;
LZTFL1;1,491825827;;;
CCDC25;1,491758173;;;
COMMD2;1,491681798;;;
IL21R;1,491631044;;;
ZSCAN2;1,491532741;;;
MOV10;1,491331976;;;
ADCK5;1,491283924;;;
B4GALT4;1,491245367;;;
ACSM3;1,491169866;;;
SLC26A11;1,491154026;;;
ITPKB;1,491069355;;;
DEAF1;1,490882862;;;
USP34;1,490756668;;;
RP11-15A1,3;1,490751917;;;
RNASEH1;1,490728039;;;
ZNF92;1,490725129;;;
SRCAP;1,490486583;;;
MCU;1,490474901;;;
MKRN2;1,490460657;;;
CHRAC1;1,490458017;;;
RP11-545E17,3;1,490392538;;;
RNF44;1,490298455;;;
XRN1;1,490286307;;;
RP11-111M22,3;1,490270169;;;
RCE1;1,490239767;;;
COG4;1,490190021;;;
ZNF429;1,490134432;;;
UBQLN1;1,489937309;;;
THAP7-AS1;1,489904452;;;
ZNF506;1,489741581;;;
BDP1;1,489722455;;;
PUSL1;1,489644436;;;
KDM3B;1,48942033;;;
RP11-285F7,2;1,489361007;;;
WDR43;1,489360568;;;
AHCTF1;1,489307236;;;
DHX9;1,489197726;;;
ETV3;1,48909441;;;
ELF2;1,488917376;;;
MORN2;1,4888846;;;
ARL16;1,488792563;;;
THAP4;1,488655792;;;
NDUFAF4;1,488629149;;;
CTD-2256P15,2;1,48861285;;;
C10orf76;1,488582898;;;
SEC63;1,488413882;;;
CCR2;1,488406664;;;
CRELD1;1,488352497;;;
TUBGCP3;1,488306782;;;
PCM1;1,488273739;;;
MAN1A2;1,488200444;;;
ATG9A;1,488143469;;;
SNTB2;1,488131062;;;
IP6K2;1,488109633;;;
ZNF563;1,488021167;;;
PDDC1;1,488004985;;;
NPC1;1,487861117;;;
ATXN3;1,487702101;;;
MBLAC1;1,487612531;;;
B9D2;1,487591344;;;
DHX30;1,487578322;;;
APTX;1,487507443;;;
AKT2;1,487390809;;;
AKAP8;1,48735637;;;
RP5-827C21,4;1,487349847;;;
TFRC;1,487339848;;;
ZDHHC16;1,487312515;;;
RP11-332H14,2;1,487288187;;;
TSC2;1,48717878;;;
DDX54;1,486907866;;;
S1PR1;1,486821816;;;
MTUS1;1,48675478;;;
TSN;1,486722395;;;
CHD8;1,486630425;;;
ATG5;1,486340518;;;
RABL5;1,486315882;;;
DNAAF2;1,486277805;;;
MCCC1;1,48627227;;;
RP11-533E19,7;1,486259146;;;
AMIGO2;1,486147975;;;
FAM134A;1,48611475;;;
TNRC6A;1,486068827;;;
ATP6V1A;1,485918397;;;
YARS2;1,485891621;;;
ZHX1;1,485821289;;;
GHDC;1,485802138;;;
AP1G2;1,485756749;;;
USP5;1,485646503;;;
SGSH;1,485645234;;;
RAB6A;1,485587309;;;
C7orf26;1,485503445;;;
NOL11;1,485403413;;;
HPS6;1,485364446;;;
TBC1D25;1,485170372;;;
SLX4IP;1,484935476;;;
PACS1;1,484903976;;;
PIBF1;1,484847731;;;
C3orf62;1,48484577;;;
MESDC1;1,484813625;;;
TMEM38B;1,484769381;;;
SLC25A16;1,484670259;;;
RTKN2;1,48463145;;;
ZNF333;1,484626101;;;
RABEPK;1,484578628;;;
MARCH6;1,484378028;;;
UBAP2L;1,484338047;;;
SENP7;1,484320822;;;
RP11-353N4,4;1,484295381;;;
ESYT2;1,484282446;;;
PRDM2;1,484117086;;;
LRRC47;1,484044316;;;
ELMOD2;1,484020141;;;
CCDC92;1,483960647;;;
WIZ;1,483728021;;;
ASNSD1;1,483713476;;;
PHIP;1,483457545;;;
WDR70;1,483250577;;;
KMT2A;1,483189423;;;
CERS6;1,483185333;;;
PLRG1;1,483031881;;;
ZNF330;1,482888936;;;
ZNF44;1,482881817;;;
KHNYN;1,482832388;;;
HEXIM1;1,482830658;;;
IMPAD1;1,482799103;;;
TMEM62;1,482783845;;;
RUNX2;1,482671024;;;
LRRC57;1,482459016;;;
MOGS;1,482442162;;;
JADE1;1,482430254;;;
BTN3A3;1,482301478;;;
MICAL2;1,482239562;;;
EFCAB14;1,482166098;;;
SF3A1;1,482165643;;;
KAT5;1,482072809;;;
PFKM;1,481926316;;;
SUZ12;1,48174086;;;
MIR181A1HG;1,481627269;;;
CXorf40B;1,481604017;;;
TFCP2;1,481594666;;;
SPIDR;1,481416066;;;
SERINC1;1,481353342;;;
TSSC1;1,481265838;;;
PIGH;1,481240739;;;
NCOA7;1,480833317;;;
CDK11B;1,480744841;;;
RP11-166O4,6;1,48067062;;;
MCMBP;1,480626251;;;
CHORDC1;1,480527831;;;
GLMN;1,4805072;;;
CCDC43;1,480475382;;;
GMFB;1,4804026;;;
KIAA1143;1,480347512;;;
SLC26A6;1,480195382;;;
MEX3C;1,480137765;;;
TRA2A;1,480076134;;;
ARHGEF18;1,479955157;;;
FADD;1,479864219;;;
TRIB3;1,479797389;;;
PRKDC;1,479564319;;;
MLYCD;1,479300805;;;
KATNBL1;1,479143745;;;
GTF2H5;1,479138967;;;
C16orf80;1,47905243;;;
GTF2I;1,479024255;;;
CDS2;1,479012888;;;
GDPD5;1,478966277;;;
RRP8;1,47895279;;;
UIMC1;1,478909965;;;
LOH12CR1;1,478744159;;;
SETD1A;1,478738234;;;
GNL1;1,478672231;;;
CNOT6;1,478552344;;;
GORASP2;1,47845576;;;
GAL3ST4;1,478442091;;;
RP5-1065J22,8;1,478383086;;;
MBTPS1;1,478174065;;;
AC022182,3;1,478155384;;;
CASC4;1,478129104;;;
RIOK2;1,477977873;;;
E2F3;1,47792256;;;
HCG11;1,477895413;;;
ZCCHC10;1,477825911;;;
RXRB;1,477789128;;;
SCAMP1;1,477756263;;;
C19orf52;1,477727801;;;
ACOT2;1,4775854;;;
MAGEE1;1,477422398;;;
WDSUB1;1,477283585;;;
MOB3C;1,477162405;;;
TMEM183A;1,477082187;;;
MRPL50;1,477073809;;;
PGM2L1;1,477055379;;;
LIMA1;1,477034731;;;
RP11-473M20,16;1,476974961;;;
CRTC2;1,476894724;;;
KIF3B;1,47667924;;;
RINL;1,476412329;;;
GALNS;1,476120211;;;
ATP6V1H;1,476009612;;;
DCTN5;1,475972357;;;
C9orf69;1,475889369;;;
GTF2IRD2B;1,475822599;;;
TRAPPC10;1,475769681;;;
SLC30A9;1,475667635;;;
SLC39A10;1,475645607;;;
RANBP3;1,475592547;;;
NPAT;1,475471922;;;
IRS2;1,47545123;;;
PEX10;1,47522156;;;
DYM;1,475202943;;;
TLE2;1,475088999;;;
VIPAS39;1,47500675;;;
FDXR;1,475004872;;;
ADAT3;1,474932763;;;
FOXO1;1,474789717;;;
CCDC152;1,474781356;;;
TMEM104;1,474651497;;;
SEPN1;1,474623632;;;
DLAT;1,474596096;;;
BET1L;1,474501723;;;
RPAP3;1,47444165;;;
PCGF3;1,474348516;;;
NAF1;1,47416603;;;
FXN;1,474136051;;;
TMPO-AS1;1,474132563;;;
TIRAP;1,473899098;;;
SMG9;1,473865135;;;
NUP85;1,473756462;;;
TRMT6;1,473725341;;;
CHIC2;1,473637373;;;
SNAPC5;1,473482255;;;
CRLS1;1,47342868;;;
AZI2;1,473380423;;;
CDK10;1,473208585;;;
MOB4;1,47317749;;;
KB-1507C5,2;1,473094194;;;
RCOR3;1,473031065;;;
MLLT10;1,473029442;;;
RP11-395G23,3;1,472984305;;;
PSMC1;1,472939119;;;
